case	distancePaper	distanceNosotros	optimos
1333	2099	1194	1437
1334	2999	1844	2542
1335	1184	873	1051
1336	2375	1829	2095
1337	989	460	906
1338	3498	2373	2833
1339	2798	1861	2459
1340	1798	1233	1582
1341	4999	3428	4030
1342	5699	4354	5072
1343	2399	1863	2134
1344	1484	1064	1334
1345	5699	4575	5119
1346	1550	1119	1393
1347	0	3009	3303
1348	969	426	847
1349	1898	1084	1344
1350	2398	1919	2168
1351	2398	1384	2076
1352	409	426	878
1353	2599	1452	2027
1354	2097	1570	1939
1355	3134	1426	1811
1356	2998	1908	2525
1357	2799	1945	2580
1358	1397	901	1263
1359	2697	1745	2290
1360	4299	2711	3342
1361	5699	3990	4714
1362	689	302	358
1363	3999	2886	3483
1364	0	2659	3245
1365	1582	742	1464
1366	1840	1242	1688
1367	2199	1255	2003
1368	4898	3469	4175
1369	3098	1968	2643
1370	3266	2523	2852
1371	1151	525	1064
1372	989	481	935
1373	2474	1741	1981
1374	0	4068	4791
1375	4599	3246	3802
1376	426	454	904
1377	3699	2316	3048
1378	2298	1794	2056
1379	0	930	1298
1380	5499	3178	4007
1381	0	533	726
1382	2671	1595	2047
1383	2998	2406	2771
1384	2671	1917	2219
1385	0	543	732
1386	1763	1325	1590
1387	4499	3609	4073
1388	5999	4577	5083
1389	0	3286	4022
1390	1187	703	1047
1391	2399	1456	2156
1392	4399	3255	3993
1393	5799	4326	4915
1394	1681	1260	1516
1395	1160	546	1073
1396	1899	1097	1735
1397	4699	3416	4094
1398	3799	2722	3459
1399	3699	2594	3032
1400	0	1200	1380
1401	2699	1613	2292
1402	2969	1691	2328
1403	3699	2055	2602
1404	3399	2524	3084
1405	3399	2322	2782
1406	988	444	871
1407	0	1233	1422
1408	1380	616	1247
1409	164	183	363
1410	0	4256	5014
1411	1799	983	1599
1412	4699	3792	4253
1413	989	453	881
1414	1697	941	1429
1415	449	471	940
1416	0	1053	1231
1417	3299	2294	2752
1418	0	1764	2413
1419	2597	1927	2185
1420	3999	2830	3447
1421	1371	871	1060
1422	2899	2261	2606
1423	5299	4196	4666
1424	0	547	816
1425	4499	3397	3990
1426	1482	889	1348
1427	0	2402	2832
1428	2672	1514	1749
1429	1396	1050	1232
1430	0	2388	3045
1431	1196	936	1105
1432	1681	1164	1300
1433	1354	653	1275
1434	996	458	889
1435	0	2281	2552
1436	1979	1413	1761
1437	2199	1589	1879
1438	269	279	542
1439	4199	2636	3315
1440	1285	797	988
1441	0	820	1082
1442	0	3883	4738
1443	4999	3893	4421
1444	3699	2132	2657
1445	4599	3132	3702
1446	6899	4812	5624
1447	2099	1232	1813
1448	184	192	352
1449	4399	3498	3959
1450	0	640	817
1451	1383	641	1283
1452	5199	3563	4247
1453	0	4557	5221
1454	2998	1969	2603
1455	1582	1018	1266
1456	4799	2750	3287
1457	2199	1382	1714
1458	2699	1785	2318
1459	168	278	460
1460	2799	1846	2444
1461	1172	540	1089
1462	5899	4609	5249
1463	1997	1158	1793
1464	2898	1719	2347
1465	3199	2235	2896
1466	1398	997	1267
1467	1399	850	1195
1468	1398	798	1023
1469	1795	1155	1598
1470	888	642	817
1471	4799	3691	4314
1472	967	449	882
1473	1996	1592	1772
1474	2398	1797	2084
1475	2999	2280	2637
1476	978	451	888
1477	3899	2729	3364
1478	3999	1953	2508
1479	3999	2559	3283
1480	2373	1780	2026
1481	2499	1601	2227
1482	2698	1986	2343
1483	2670	1657	2010
1484	2034	1103	1777
1485	0	3610	4297
1486	0	2608	2975
1487	3398	2198	2728
1488	4999	3401	4117
1489	0	2089	2323
1490	1661	1301	1467
1491	1299	983	1177
1492	0	994	1490
1493	1498	1114	1386
1494	2299	1309	1934
1495	0	5534	6358
1496	2098	1684	1958
1497	6899	5267	5955
1498	264	449	728
1499	2099	1480	1830
1500	1979	1390	1752
1501	1398	654	1313
1502	3394	1946	2491
1503	1798	998	1244
1504	996	546	895
1505	0	577	752
1506	0	981	1341
1507	4299	3247	3663
1508	5499	4249	4948
1509	1959	1321	1770
1510	176	274	446
1511	2176	1098	1424
1512	1899	1370	1706
1513	3199	2298	2934
1514	3299	2359	2990
1515	1398	624	1273
1516	1341	616	1222
1517	4199	2823	3576
1518	1343	607	1202
1519	2099	1551	1916
1520	4198	3303	3854
1521	2297	1789	2072
1522	3699	2829	3294
1523	0	3740	4282
1524	3099	2395	2685
1525	2499	1724	2074
1526	1369	904	1180
1527	3698	2635	3387
1528	2076	1222	1689
1529	697	455	634
1530	1596	722	1452
1531	3599	2423	3139
1532	4999	3946	4422
1533	0	529	721
1534	0	2574	3432
1535	1385	606	1243
1536	5099	3959	4520
1537	0	1101	1266
1538	5599	4230	4975
1539	1860	1465	1744
1540	1484	884	1224
1541	6499	4888	5582
1542	4399	3305	3866
1543	0	1916	2144
1544	1481	874	1185
1545	4399	2832	3372
1546	2197	1742	2004
1547	2999	1987	2683
1548	0	1533	2047
1549	3761	2835	3309
1550	2199	1694	1972
1551	0	1762	2484
1552	1438	912	1237
1553	3899	2279	2887
1554	0	2764	3427
1555	2075	1146	1851
1556	1797	1252	1540
1557	3067	2296	2629
1558	0	4714	5387
1559	5299	3569	4363
1560	2198	1408	1923
1561	5399	3809	4439
1562	0	731	884
1563	0	865	1176
1564	2498	1069	1587
1565	4299	3130	3876
1566	0	528	792
1567	999	724	828
1568	7299	4800	5529
1569	2099	1657	1923
1570	246	265	541
1571	1183	546	1079
1572	3899	2779	3487
1573	2297	1827	2113
1574	2599	1627	2075
1575	1298	928	1215
1576	0	447	612
1577	947	439	875
1578	3364	2497	3026
1579	1367	1013	1190
1580	1399	887	1080
1581	3198	2558	2862
1582	3198	2465	2906
1583	5899	4754	5389
1584	0	2885	3540
1585	0	716	985
1586	2374	1388	2090
1587	4498	3622	4081
1588	0	464	632
1589	2299	1786	2003
1590	1880	1143	1475
1591	2672	1670	2163
1592	4899	3182	3770
1593	0	3229	3841
1594	2274	1784	2044
1595	5499	3840	4514
1596	0	432	699
1597	975	692	807
1598	2196	1394	1927
1599	2969	1803	2438
1600	989	547	899
1601	0	815	1288
1602	255	278	556
1603	1861	1290	1633
1604	1797	1045	1509
1605	1184	644	900
1606	345	369	739
1607	0	1809	2321
1608	3364	2358	2824
1609	0	735	1085
1610	5499	4031	4813
1611	2899	1996	2544
1612	2398	1307	1753
1613	0	2706	3296
1614	1860	1116	1660
1615	2799	1831	2413
1616	0	2999	3695
1617	2099	1486	1767
1618	3599	2161	2510
1619	2998	1853	2504
1620	6498	4325	5029
1621	1566	1133	1324
1622	4499	3141	3719
1623	5598	4489	5022
1624	1877	1038	1350
1625	4499	3383	3855
1626	2499	1908	2180
1627	4999	3971	4528
1628	0	1273	1918
1629	4999	3478	4056
1630	0	541	731
1631	965	424	534
1632	0	704	809
1633	4499	3011	3702
1634	4499	3282	3978
1635	3799	2984	3422
1636	1999	1337	1765
1637	1465	1042	1294
1638	3199	1905	2430
1639	0	4717	5498
1640	0	2937	3518
1641	0	1348	1616
1642	5699	4368	5093
1643	1468	1011	1183
1644	2998	2215	2645
1645	2275	1043	1382
1646	6499	4779	5505
1647	4699	3100	3757
1648	3199	2198	2685
1649	4213	1878	2352
1650	896	560	822
1651	4199	2695	3163
1652	1549	706	1409
1653	3499	2078	2455
1654	1097	784	970
1655	0	1812	2116
1656	0	644	836
1657	159	167	337
1658	1599	700	1407
1659	1021	787	952
1660	3699	2187	2646
1661	1596	892	1217
1662	0	1210	1650
1663	3297	2317	2843
1664	1384	627	1247
1665	798	427	639
1666	1196	671	900
1667	4698	3379	3984
1668	1065	542	872
1669	2599	1645	1955
1670	2199	1638	1900
1671	0	3191	3735
1672	2499	1784	2151
1673	3999	2156	2761
1674	2599	1747	2343
1675	4099	2847	3278
1676	4498	3402	4012
1677	2999	1850	2274
1678	1841	1252	1690
1679	6499	4175	4918
1680	0	729	921
1681	1517	829	1237
1682	1498	1005	1240
1683	177	285	550
1684	788	362	735
1685	3599	2908	3259
1686	4899	3604	4285
1687	3199	2521	2889
1688	0	450	729
1689	2999	1982	2405
1690	4499	3321	3928
1691	0	1218	1504
1692	4099	2789	3448
1693	1598	771	1102
1694	0	778	1248
1695	5799	3955	4648
1696	1567	1279	1463
1697	3798	2457	2928
1698	0	534	789
1699	4699	3044	3565
1700	1897	1071	1724
1701	0	839	1342
1702	2799	1813	2423
1703	4199	3454	3899
1704	6799	5373	6048
1705	2097	1614	1877
1706	1581	1070	1438
1707	5199	3535	4181
1708	0	1100	1647
1709	246	269	542
1710	0	3191	3908
1711	3399	2680	3141
1712	1398	622	1257
1713	2399	1487	1993
1714	0	4148	4797
1715	260	277	556
1716	2897	1801	2421
1717	1397	614	1257
1718	5099	3639	4395
1719	0	3596	4281
1720	2275	1428	1995
1721	3898	2928	3377
1722	0	1518	2038
1723	3527	2396	2907
1724	1567	891	1197
1725	1482	1115	1388
1726	3198	2061	2604
1727	2199	1592	1962
1728	1175	517	1011
1729	0	3568	4251
1730	4299	2987	3612
1731	5999	4267	5007
1732	0	2641	3318
1733	3799	2623	3158
1734	2498	1655	2163
1735	2177	1448	1968
1736	3899	3026	3428
1737	4799	3787	4297
1738	1994	1227	1832
1739	1898	966	1051
1740	0	1850	2456
1741	159	175	374
1742	2698	2164	2420
1743	0	3606	4149
1744	5099	3562	4167
1745	1596	1060	1369
1746	4398	3486	3907
1747	7299	5770	6466
1748	0	904	1075
1749	2397	1620	2159
1750	0	815	1101
1751	1396	618	815
1752	154	173	328
1753	6299	3859	4727
1754	1497	893	1023
1755	3232	2094	2649
1756	3166	1594	2192
1757	975	427	898
1758	1698	1059	1369
1759	1799	1325	1571
1760	1498	819	1138
1761	1780	1003	1410
1762	2799	1587	2214
1763	955	560	720
1764	1257	954	1134
1765	2899	1968	2350
1766	5799	4036	4585
1767	6334	4629	5267
1768	0	1454	1927
1769	0	3132	3543
1770	3099	1813	2431
1771	2398	1472	1854
1772	5199	3342	3997
1773	0	1183	1557
1774	4115	2557	3274
1775	2056	1139	1856
1776	0	1394	2076
1777	160	179	353
1778	0	360	528
1779	1799	1417	1604
1780	2840	1338	1815
1781	1399	913	1284
1782	1898	1282	1739
1783	342	359	732
1784	4499	3477	4028
1785	1483	1116	1291
1786	4199	3141	3612
1787	4399	2747	3285
1788	1898	1107	1545
1789	4553	2951	3457
1790	3199	2150	2467
1791	6899	4723	5552
1792	0	1255	1640
1793	2299	1610	1918
1794	0	574	849
1795	2998	2146	2545
1796	1799	1464	1650
1797	1171	520	1032
1798	6499	4085	4856
1799	4998	3470	4052
1800	2999	2241	2613
1801	5199	3685	4057
1802	1877	1078	1724
1803	5099	3829	4364
1804	1597	1049	1411
1805	2898	2112	2547
1806	1161	702	899
1807	6399	3658	4456
1808	995	597	851
1809	0	3761	4395
1810	2078	1250	1741
1811	1199	881	1066
1812	0	711	986
1813	4598	3118	3832
1814	0	2566	3032
1815	2798	1816	2197
1816	0	1192	1544
1817	1483	1024	1252
1818	1398	719	880
1819	1199	543	1069
1820	4599	3482	4204
1821	3699	2706	3317
1822	3761	2882	3193
1823	1196	525	1063
1824	344	360	725
1825	0	1195	1892
1826	2298	1810	2097
1827	1406	697	975
1828	0	1185	1839
1829	2599	1710	2358
1830	6099	3987	4635
1831	1297	782	982
1832	1395	660	834
1833	3099	1956	2419
1834	0	449	631
1835	1879	1412	1680
1836	2474	1893	2268
1837	1394	910	1279
1838	1297	667	1085
1839	655	277	448
1840	1194	817	985
1841	0	715	992
1842	4399	2231	2754
1843	2077	1273	1816
1844	2599	1602	2302
1845	2573	1873	2299
1846	4553	3470	4012
1847	183	386	562
1848	0	1145	1859
1849	989	528	891
1850	1399	636	1271
1851	1148	541	1069
1852	1665	825	999
1853	0	1444	1704
1854	5299	3894	4479
1855	4198	2384	3068
1856	2197	1314	1508
1857	0	1904	2348
1858	2499	1813	2082
1859	3999	2846	3264
1860	3918	2707	3173
1861	1187	883	1066
1862	3066	2074	2650
1863	5198	3016	3768
1864	355	365	718
1865	2840	1726	2183
1866	1385	751	1170
1867	2573	1990	2343
1868	4599	3025	3598
1869	5299	3645	4407
1870	0	823	1021
1871	968	440	879
1872	2770	1845	2487
1873	0	2248	2731
1874	5543	3299	3724
1875	0	371	552
1876	170	358	542
1877	0	830	1113
1878	3497	2355	2739
1879	3699	2871	3422
1880	0	731	989
1881	2199	1221	1856
1882	1860	1382	1620
1883	997	462	930
1884	979	564	920
1885	2546	1455	1905
1886	3599	2189	2556
1887	2572	1600	1998
1888	0	4080	4677
1889	1399	779	1182
1890	2969	2001	2622
1891	1397	980	1250
1892	3399	2078	2534
1893	1697	1057	1508
1894	245	427	703
1895	0	462	632
1896	1453	800	1222
1897	5199	3514	4172
1898	1396	963	1171
1899	3859	2589	3260
1900	2397	1774	2241
1901	2198	1534	1814
1902	1598	737	1458
1903	3999	2889	3263
1904	0	645	826
1905	0	469	637
1906	1382	869	1106
1907	2398	1709	2070
1908	3998	2856	3451
1909	1184	904	1087
1910	1384	1029	1309
1911	6099	4894	5528
1912	1193	919	1090
1913	2275	1362	1773
1914	0	344	516
1915	1799	1458	1632
1916	3365	2176	2654
1917	1383	838	1190
1918	1899	1099	1742
1919	1598	859	1368
1920	5799	4608	5244
1921	3365	1645	2102
1922	1497	816	1272
1923	1468	1116	1401
1924	1399	817	988
1925	4899	3641	4306
1926	1896	1104	1339
1927	5999	4218	4785
1928	124	224	369
1929	3898	2962	3492
1930	0	2371	2876
1931	0	458	740
1932	1583	730	1461
1933	1398	816	1276
1934	7299	5285	6021
1935	1499	1202	1380
1936	1596	706	1446
1937	0	640	923
1938	2997	1878	2586
1939	371	378	733
1940	0	2795	3168
1941	1498	906	1150
1942	1699	1359	1539
1943	1598	724	1462
1944	2698	1810	2225
1945	1397	824	1265
1946	2670	1814	2436
1947	1298	683	935
1948	2374	1426	1862
1949	0	1433	1818
1950	0	1975	2243
1951	0	1942	2493
1952	3999	2873	3371
1953	2078	1228	1555
1954	1565	716	949
1955	2499	1311	1633
1956	4099	3217	3625
1957	3005	1859	2467
1958	0	988	1277
1959	320	333	707
1960	3698	1979	2352
1961	1599	797	887
1962	355	366	716
1963	3199	2170	2550
1964	4199	3054	3642
1965	1699	1311	1500
1966	1597	1193	1480
1967	2398	1532	2053
1968	4599	3272	3788
1969	0	2193	2773
1970	3798	2124	2610
1971	2998	2303	2521
1972	1797	982	1354
1973	4199	3318	3745
1974	5699	3543	4318
1975	999	444	906
1976	407	422	865
1977	1296	573	976
1978	1745	814	959
1979	0	2148	2697
1980	1298	1014	1208
1981	4099	3136	3671
1982	2573	1558	2154
1983	1499	468	729
1984	943	685	851
1985	1498	1219	1394
1986	346	367	756
1987	1664	1078	1339
1988	0	3775	4378
1989	995	520	646
1990	4506	3659	4092
1991	1682	594	911
1992	1398	902	1201
1993	5399	3827	4515
1994	420	444	911
1995	3299	2219	2758
1996	3298	2635	2973
1997	4199	2657	3250
1998	4652	3645	4184
1999	5899	3545	4238
2000	759	363	713
2001	735	422	664
2002	2197	1439	1901
2003	2899	1431	1937
2004	2699	1577	2145
2005	2197	1491	1929
2006	1796	910	1190
2007	771	447	709
2008	2297	1426	1901
2009	1706	1334	1590
2010	2251	1702	2067
2011	4199	2491	3108
2012	1880	1237	1638
2013	0	1425	1736
2014	4799	3518	4107
2015	0	614	873
2016	5499	3934	4465
2017	352	369	737
2018	1898	1385	1750
2019	0	4742	5344
2020	4199	2513	3060
2021	270	277	552
2022	3697	2832	3298
2023	1697	1357	1541
2024	1398	614	1240
2025	154	178	355
2026	964	559	725
2027	1469	892	1336
2028	2799	1413	1910
2029	1566	1157	1419
2030	5499	4248	4871
2031	1583	1041	1161
2032	4999	3513	4052
2033	1370	1066	1148
2034	2598	1806	2209
2035	5599	4054	4692
2036	3198	2228	2961
2037	2099	1175	1790
2038	781	343	708
2039	172	185	365
2040	431	454	876
2041	1482	867	1324
2042	0	707	1045
2043	1399	888	1069
2044	0	2855	3573
2045	0	1052	1594
2046	4399	3328	3870
2047	3599	2443	2766
2048	1196	890	1062
2049	0	366	544
2050	4799	3537	4236
2051	5199	3808	4428
2052	0	4836	5568
2053	4799	3337	3930
2054	5345	3356	4040
2055	1498	1182	1371
2056	794	348	696
2057	0	2358	2835
2058	3799	2620	3103
2059	1357	656	804
2060	1897	1354	1740
2061	5299	4197	4761
2062	2997	1915	2378
2063	0	1076	1699
2064	2474	1359	1893
2065	6799	5311	5985
2066	1087	612	884
2067	0	835	1254
2068	5299	3116	3862
2069	2969	2285	2655
2070	2251	1559	1988
2071	0	2437	2742
2072	2797	2052	2450
2073	0	694	1004
2074	1631	1048	1491
2075	5999	3936	4542
2076	3699	2676	3239
2077	2198	745	1036
2078	3599	2062	2702
2079	2397	1804	2182
2080	3499	2508	2861
2081	2199	1198	1748
2082	0	1879	2159
2083	2298	1321	1981
2084	1184	552	1108
2085	3199	2234	2757
2086	1763	887	1359
2087	0	524	910
2088	1696	1325	1497
2089	0	527	702
2090	2598	1737	2400
2091	2899	1272	1600
2092	1384	1072	1229
2093	0	2376	3087
2094	1581	720	1467
2095	0	561	756
2096	2398	1537	1913
2097	5499	3936	4621
2098	0	4358	5102
2099	4199	3129	3520
2100	4454	2838	3409
2101	0	822	1302
2102	0	2631	3281
2103	2799	2049	2374
2104	2599	1757	2300
2105	3099	2071	2633
2106	1859	571	802
2107	3297	2455	2741
2108	1957	1041	1337
2109	5599	4281	4880
2110	1582	1049	1230
2111	3599	2552	3276
2112	3297	2568	2910
2113	2697	1525	2057
2114	7399	5422	6133
2115	171	178	349
2116	173	283	461
2117	2998	1908	2567
2118	1384	621	1226
2119	0	2581	3107
2120	161	167	356
2121	2399	1906	2098
2122	6399	3497	4358
2123	788	379	717
2124	1761	1057	1261
2125	2198	1639	2008
2126	3398	2416	3044
2127	2397	1902	2170
2128	1384	633	1248
2129	2573	1730	2342
2130	163	365	545
2131	4099	3069	3703
2132	2399	1717	2171
2133	976	443	910
2134	2298	1500	1974
2135	2474	1453	1791
2136	3563	2713	3239
2137	2399	1754	2050
2138	3760	2973	3335
2139	4899	2840	3596
2140	165	451	635
2141	0	3008	3428
2142	887	520	650
2143	4199	2964	3453
2144	2999	1888	2360
2145	0	842	1190
2146	0	2040	2402
2147	4299	3118	3833
2148	5299	4091	4834
2149	5098	3928	4552
2150	0	3655	4244
2151	3599	2529	3211
2152	894	509	746
2153	1780	1156	1500
2154	2374	1553	1944
2155	0	557	750
2156	1599	900	1331
2157	2096	1179	1909
2158	3798	2812	3285
2159	0	699	1015
2160	4651	3486	3891
2161	1343	951	1205
2162	3599	2421	3113
2163	1096	837	1022
2164	420	444	897
2165	5099	3537	4150
2166	0	352	527
2167	4299	3182	3690
2168	1397	649	1274
2169	0	2721	3170
2170	2499	1453	1885
2171	593	302	444
2172	249	267	539
2173	2997	2356	2695
2174	0	1908	2386
2175	1898	1035	1430
2176	2398	1281	1774
2177	5098	3475	4205
2178	2374	1604	2012
2179	2077	1437	1886
2180	0	711	892
2181	0	2153	2570
2182	163	259	446
2183	1583	909	1376
2184	2798	1905	2547
2185	5199	3751	4389
2186	216	412	647
2187	581	350	542
2188	1535	811	1086
2189	0	3299	3917
2190	1696	1105	1275
2191	1369	1002	1160
2192	1583	1089	1430
2193	4256	2332	2971
2194	1381	653	1286
2195	3899	2054	2707
2196	2399	1376	2095
2197	5299	3345	4112
2198	1065	643	990
2199	2599	2032	2307
2200	2299	1687	1896
2201	0	1165	1433
2202	3498	2201	2683
2203	4499	3373	4004
2204	3099	2160	2533
2205	2599	2094	2357
2206	3299	1734	2222
2207	3598	2540	3014
2208	4058	3169	3553
2209	2199	1753	2016
2210	3998	2984	3467
2211	2398	1385	1905
2212	0	703	1075
2213	98	293	457
2214	0	2978	3523
2215	4098	2877	3515
2216	1245	704	1155
2217	3799	3041	3365
2218	3399	2487	2946
2219	3364	2575	3046
2220	2599	2090	2364
2221	3599	2629	3084
2222	4699	2912	3620
2223	3098	2082	2437
2224	879	490	613
2225	799	444	640
2226	3899	3009	3572
2227	1698	1195	1550
2228	0	563	762
2229	5399	3808	4406
2230	4454	3115	3747
2231	783	355	713
2232	259	269	536
2233	2698	1827	2159
2234	3699	2554	3268
2235	3999	2979	3481
2236	2078	1254	1864
2237	0	4572	5353
2238	4299	2736	3185
2239	0	354	537
2240	3199	2277	2874
2241	1581	1278	1451
2242	4399	3082	3698
2243	4499	3430	3933
2244	5299	3716	4441
2245	999	554	811
2246	4799	3818	4351
2247	7399	4383	5375
2248	1682	1012	1558
2249	2298	1577	1792
2250	2399	1842	2208
2251	272	279	544
2252	0	3536	4031
2253	1183	516	1065
2254	2177	1521	1953
2255	3198	2226	2716
2256	4850	2807	3465
2257	4199	3093	3681
2258	274	284	545
2259	5699	4467	5020
2260	2699	1629	2014
2261	4698	3238	3893
2262	1999	1240	1586
2263	3499	2497	3130
2264	987	455	922
2265	164	518	699
2266	0	542	730
2267	4699	2983	3672
2268	1399	653	1288
2269	0	752	1094
2270	1283	645	1098
2271	3498	1878	2448
2272	2399	1378	2072
2273	3899	2866	3190
2274	6499	5095	5716
2275	0	2757	3058
2276	3860	2330	2926
2277	3599	2470	2791
2278	0	2909	3585
2279	0	541	800
2280	2131	1331	1673
2281	1088	597	887
2282	1285	915	1089
2283	3499	2713	3178
2284	1582	937	1352
2285	325	345	690
2286	2196	1265	1779
2287	1978	1177	1830
2288	0	1013	1545
2289	4599	2417	2947
2290	170	181	363
2291	2841	2072	2392
2292	0	1983	2349
2293	2799	1784	2495
2294	4098	2982	3510
2295	2398	1699	2065
2296	178	551	721
2297	5048	3818	4353
2298	1798	1106	1458
2299	2798	2023	2350
2300	0	462	616
2301	0	3601	4205
2302	0	1857	2262
2303	2799	2154	2527
2304	4198	2678	3364
2305	2298	1583	1927
2306	0	2358	2985
2307	0	3562	4134
2308	872	625	796
2309	2969	2065	2615
2310	5199	3990	4634
2311	790	367	724
2312	1196	931	1101
2313	351	365	707
2314	1233	832	940
2315	785	396	572
2316	5599	3234	3826
2317	4156	3399	3848
2318	5999	4697	5398
2319	413	433	857
2320	1797	939	1438
2321	2798	1763	2470
2322	0	1967	2517
2323	2699	1603	1999
2324	3098	2304	2679
2325	0	3760	4517
2326	1197	823	1098
2327	0	534	721
2328	4499	2794	3429
2329	419	441	886
2330	1355	1023	1181
2331	1550	740	1430
2332	2098	1626	1893
2333	1899	1345	1517
2334	1087	575	805
2335	1371	1092	1274
2336	2799	2280	2556
2337	0	985	1336
2338	1598	1243	1425
2339	3198	2117	2776
2340	1299	973	1118
2341	3265	2218	2573
2342	4454	3363	3995
2343	0	1116	1330
2344	4948	3939	4484
2345	4199	3264	3604
2346	2699	1678	2205
2347	2474	1714	2051
2348	1549	711	1419
2349	1599	703	1440
2350	274	285	562
2351	1355	699	899
2352	0	1956	2344
2353	4599	3189	3807
2354	0	2914	3347
2355	1598	742	1464
2356	2199	1536	1992
2357	0	1098	1367
2358	326	353	708
2359	1484	997	1360
2360	0	3605	4348
2361	3760	2567	3103
2362	0	3357	3828
2363	0	3016	3469
2364	3098	2001	2748
2365	0	548	820
2366	0	754	1020
2367	430	456	917
2368	3499	2739	3192
2369	0	697	1041
2370	2275	1493	1884
2371	5999	4173	4931
2372	3399	1594	2158
2373	4199	1939	2507
2374	4498	3328	3826
2375	1399	998	1262
2376	1583	694	1426
2377	1075	606	714
2378	0	678	848
2379	2176	1408	1761
2380	166	370	560
2381	2326	1594	2054
2382	0	2152	2794
2383	0	2082	2785
2384	1860	1221	1598
2385	2498	1565	2273
2386	1399	639	1298
2387	0	4149	4989
2388	5099	3416	3912
2389	2098	1270	1884
2390	349	360	719
2391	0	903	1371
2392	1369	641	1265
2393	0	2160	2718
2394	150	182	359
2395	4499	3410	3976
2396	3959	2800	3265
2397	2598	1772	2261
2398	1781	1053	1577
2399	0	546	812
2400	4398	3221	3707
2401	1173	599	862
2402	1397	820	1018
2403	7099	5147	5918
2404	0	1449	1810
2405	3660	2592	2994
2406	262	281	563
2407	7399	5830	6507
2408	1598	689	1417
2409	3699	2575	3236
2410	3103	1756	2268
2411	5199	3421	4060
2412	6299	3854	4594
2413	2697	1788	2279
2414	5099	3546	4146
2415	1598	727	1452
2416	3298	2106	2685
2417	2599	1641	2055
2418	3599	2800	3269
2419	2899	1888	2615
2420	181	186	362
2421	1781	1049	1588
2422	764	348	690
2423	1497	1178	1366
2424	3899	2828	3363
2425	0	809	998
2426	6099	4269	4923
2427	1482	700	995
2428	1383	622	1218
2429	0	392	555
2430	1897	973	1575
2431	0	751	1130
2432	4599	3203	3899
2433	4652	3793	4241
2434	6099	4008	4825
2435	1596	1163	1450
2436	1781	1153	1609
2437	1199	555	1092
2438	5741	3920	4712
2439	317	331	699
